,tweet,offensive,vlg,vio,HS_HS1,HS_HS2,HS_HS3,HS_HS5,HS_HS6,HS_NOT_HS
6702,مستخدم كريهين واله اكتشفت اغلب مشاهير تويتر كذا وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6703,مستخدم العره وجه بدموع الفرح  قبضه موجهه للامام ,1,0,0,0,0,0,0,0,1
6704,مستخدم طقطقه بس  وجه بدموع الفرح  قبضه موجهه للامام 🏻,0,0,0,0,0,0,0,0,1
6705,RT مستخدم قطر☻تحتفل بعيد الإستقلال وهي تحت الإحتلال التركي الأميركي ويديرها صهيوني عزمي إبشاره قدح البيره 🕇 خنزير ,1,0,0,1,0,0,0,0,0
6706,مستخدم اع عبالي شيء ثاني  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
6707,RT مستخدم انستقرام ايو شامىثل يوم الحب  وجه الضفدع  قلب بشريطه ,0,0,0,0,0,0,0,0,1
6708,خير الجو الصبح برد بعدين فجأة حر  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
6709,الفكس بدا يحرقني  وجه مشمئز  علامه صح غامقه ️,0,0,0,0,0,0,0,0,1
6710,اسوء انواع العلاقات العلاقة الى هى لا راضيه تنتهى ولا راضيه ترجع زى الاول  وجه الضفدع  وجه مبتسم بعيون مبتسمه  حركه اليد لقول حسنا ,0,0,0,0,0,0,0,0,1
6711,مستخدم لاتعذر فريقكم خايس ضفادع  وجه الضفدع  حركه اليد لقول حسنا  وجه الضفدع ,1,0,0,0,0,1,0,0,0
6712,النوم النوم الى بياكل نص اليوم  وجه نائم  وجه مكبوت ينفث البخار من انفه  وجه مبتسم متعرق ,0,0,0,0,0,0,0,0,1
6713,مستخدم كفايه بقي كفايه قبضه موجهه للامام  وجه قطه بدموع الفرح ,0,0,0,0,0,0,0,0,1
6714,مستخدم اكواد داتا بيس اول شي نسويه لما نشا ويب سايت هذا لي قالوه لي البنات  وجه منصدم ,0,0,0,0,0,0,0,0,1
6715,مستخدم انا من الصبح دزلج يجيني رد حذ مسودات قلت بصبح علي هشام وعليكم كلكم أنتم اخواني خواتي بعدين احنا في العيد التحرير وعياد لازم ضحكين مافي احد يزعل لو حذف عليكم تفافيخ مازعلون  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
6716,ليه مايجي تنبيه بكل المنشن بعضهم بس 🤨لمازا هكزا  وجه منصدم ,0,0,0,0,0,0,0,0,1
6717,مستخدم اله يقويكم وقافلتكم تسير والكلاب تنبح من حولها  كلب ,1,0,0,0,0,0,0,0,1
6718,مستخدم لا بس انا بحب اغسطس ياخى عن ابن الكلب القصير ده  قبضه موجهه للامام  وجه بدموع الفرح ,1,0,0,0,0,0,0,0,1
6719,مستخدم  قبضه موجهه للامام مالك محساني انك علمتيني حاجه نافعه  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
6720,إسقاط الولايهاحد يعطيني شبشب اله يرضى عليكم حذاء رجل  حذاء للركض ,1,0,0,0,0,0,0,0,1
6721,مستخدم انصح الي جالس ومعاه شهادة ويتفرج فيها خلي شهادتك ع جنب لين يجي رزقها وقوم خذ دورات فالتبريد والا الكهرباء واشتغل افتح محل صدقني تحص خير ولا تجيب عماله شغل اخوانك او عيال عمك واله ربي يبارك لك لانه الاقربون اولى بالمعروف وربي يبارك لك اتمنى نترك كلمة عيب وجه منصدم ,0,0,0,0,0,0,0,0,1
6722,هذا اخر الشهره المبنيه على جهل الشعيب سحب بالشعيفاني لين قمطه العافيه ذا الاشكال حرام تستضاف وحرام تنشهر جاهل مستوى فهمه مايتجاوز زلزلة وطقتها مشاهيرنا يفشلون ياخوان وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6723,RT مستخدم جامعه الملك فيصل من داخل الجامعة وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
6724,RT مستخدم ثانكيو انتا احسن مني وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
6725,مستخدم بايع الكليجا  وجه غاضب  ه,0,0,0,0,0,0,0,0,1
6726,بايع الكليجالأسف بعض العيال والبنات قاموا يتنافسون في الانحطاط الأخلاقي وقلة الحياء  ابهام متجه لاسفل ,1,0,0,0,0,0,0,1,0
6727,مستخدم ه اخر مباراتين في ملعبكم عندكم شيء انتو غير ركن  حافله  يا رجل حتى بوغبا مل من طريقة لعبكم ويبا يطلع  وجه بدموع الفرح  يتدحرج على الارض من الضحك  قبضه موجهه للامام 🏽,0,0,0,0,0,0,0,0,1
6728,حياتك ه استغفراله دقايق بالضبط وقاموا رقدوا  وجه مبتسم بعيون مبتسمه  سكين المطبخ ,0,0,0,0,0,0,0,0,1
6729,صوتها لحاله بيخليك تستفتفرغ 🤮,1,0,0,0,0,0,0,0,1
6730,مستخدم هزلت واله اله يأخذ هالعينات بس وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6731,RT مستخدم هذا الى استضافة سعود ال ثانيومدحه جمال ريانيحبون الى يجلدهم حمير الشريفة حرف رمز المؤشر الإقليمي I  حرف رمز المؤشر الإقليمي ار اسامة فوزي يتحدث عن قطروخديجة بن قنة وجه بقناع طبي …,1,0,0,1,0,0,0,0,0
6732,بايع الكليجايع عليكم ي مخفات يارخيصات اله يخلف ع اهاليكم الوحده لاعاد تفكر لاباهلها ولابربها اهم شي تبع غريزتها  وجه مشمئز  وجه بقناع طبي ,1,0,0,0,0,0,0,1,0
6733,مستخدم قليلة الحياء والدين رخيصه وتافه  ابهام متجه لاسفل 🏼,1,0,0,0,0,0,0,0,1
6734,بناتنا خط احمر الي تغلط تحمل الي يصير لها وهذي ماتمثل بناتنا كلش  ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻,1,0,0,0,0,0,0,0,1
6735,مستخدم  وجه بدموع الفرح  قبضه موجهه للامام  تضحك علي لاني فقدتهم  وجه يبكي  قلب مجروح ,0,0,0,0,0,0,0,0,1
6736,RT مستخدم يفشلون مرا ذا المشفوحات  وجه بقناع طبي  ليت عاد ذا الشفاحة على شيء يسوى,1,0,0,0,0,0,0,1,0
6737,مستخدم اقول اصملي  وجه غير راضي  سكين المطبخ ,0,0,0,0,0,0,0,0,1
6738,تعال انا اعبيلك كوباية لبن تاخدها وانت ماشي  وجه الضفدع ,0,0,0,0,0,0,0,0,1
6739,ي شين غيرة العيال بس  وجه مكبوت ينفث البخار من انفه  الاسبوع الي فات يوم تخقون على غمزة الهنديه ماقلنا شي وخقينا معكم وجه مبتسم بعيون قلب  ويوم شفتوا البنات خقوا على بائع الكليجا طلعتوا كل الفتاوى والاحكام وكل امور الدين الي درستوها  وجه قمر جديد ,0,0,0,0,0,0,0,0,1
6740,سامج يجيب المرض وجه مكبوت ينفث البخار من انفه  شخص يخبط وجهه 🏽‍ رمز المؤنث ️ مستخدم,1,0,0,0,0,0,0,0,1
6741,مستخدم عشرة عمر تويتريه معك  وجه الضفدع  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
6742,حاجه كدا علي الماشي من الشغل الجديد  وجه مبتسم بعيون قلب وبنفكركم ان عروضنا لسه مستمره  قبضه موجهه للامام  عروض اطقم الفطار عروض ليمونارك,0,0,0,0,0,0,0,0,1
6743,RT مستخدم يستاهل القصف هالشويرد  وجه بقناع طبي السخيف مانسينا كلامه عن ابو ناصر الي حذفه بعد الجلد ويسب فيه وفي جمهوره لان برد قلبي…,1,0,0,0,0,0,0,0,1
6744,الهاشتاق مليان كمية قذارة على سفاله على زبالة  وجه بقناع طبي  تعليقات البنات  وجه متأمل  اعوذ باله ما رحمت الا امك وابوك يوم يشوفون كلامك يا المشفوحة انت وياها  قطرات عرق  بايع الكليجا,1,0,0,0,0,0,0,1,0
6745,مستخدم يع  وجه مشمئز ,0,0,0,0,0,0,0,0,1
6746,مين مفهم الناس انو لازم نلبس احلى حاجة ع الجامعة  وجه الضفدع ع فكرة بتقدر تيجي ع الجامعة شبشب,0,0,0,0,0,0,0,0,1
6747,مستخدم بطلقها واتزوج غيرها  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
6748,مستخدم أقول وراء ما تكرمنى بسكوتكٓ  وجه مشمئز ,0,0,0,0,0,0,0,0,1
6749,RT مستخدم وحده تقول قطعت الشارعوجا واحد مسرع كان بيصدمنيبعدين خف السرعه ونزل القزاز حسبته بيعتذر  يد مرفوعه 🏻قال إلبسي كعب حذاء بكعب عال  ياحمارهعشان نشوفك…,1,0,0,0,0,0,0,0,1
6750,مستخدم صايمه من وين طلعتو لي انتو  وجه مستاء ️ سكين المطبخ ,0,0,0,0,0,0,0,0,1
6751,مستخدم طيب لاعبكم الكلب عبداله الفهد عطب فيلانويفا بيغيب ثلاث اسابيع  وجه غير راضي  قبضه موجهه للامام 🏼,1,0,0,0,0,0,0,0,1
6752,مستخدم بصراحه يستاهل الي يطلع على برنامج شعيب معروف شعيب يبي يستفز الشعب السعودي المفروض نصيحه لسعودين لأحد يطلع في برنامجه المخيس  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6753,يع ودي اطعنها🤮,1,0,1,0,0,0,0,0,1
6754,مستخدم ماكرهني في الحب الا انت  قبضه موجهه للامام 🏼 وجه مستاء ️ وجه مستاء ️ وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
6755,بوب كورنطفش من يجي فويز لمحترمين بس مابي مبزره وقلة حيا ولا أطعنكم واحد واحد شخص يخبط وجهه 🏻‍ رمز المؤنث ️ وجه مرتاح  سكين المطبخ ,1,0,0,0,0,0,0,0,1
6756,مستخدم اي واله فريق جديد واداره جديده ماخربها الا هو  قبضه موجهه للامام 🏻,1,0,0,0,0,0,0,0,1
6757,فيني نومه سكتو هذي  وجه مقلوب  سكين المطبخ  قلب مجروح ,0,0,0,0,0,0,0,0,1
6758,منذ ازدياد عد المقاعد النيابيه  ظهر يد تشير الى اليسار  ما شفنا الخير موافقون  وجه غاضب  موافقون  يد مرفوعه ,0,0,0,0,0,0,0,0,1
6759,لا واله ما حكم عسكر قرد  رساله السيسي بالزي العسكري,1,0,0,0,0,0,0,0,1
6760,مستخدم  وجه مرهق بالفيديو كله هذا المهم  قبضه موجهه للامام 🏼 قبضه موجهه للامام 🏼,0,0,0,0,0,0,0,0,1
6761,مستخدم تهبا كريم من حلال غيرك  وجه بدموع الفرح  قبضه موجهه للامام 🏽 شخص يجري 🏻,0,0,0,0,0,0,0,0,1
6762,مستخدم استح  وجه يشتاط غضبا  وماراح ابلك أعرف انها مزوح,1,0,0,0,0,0,0,0,1
6763,مستخدم اجل بنصير عفافيش  قرد بحركه اليد لقول لا اسمع   وجه قطه بدموع الفرح ,0,0,0,0,0,0,0,0,1
6764,مستخدم وش دخل امك بالسالفه  وجه الضفدع ترا مو كل الناس مثل اهلك ما يمشوا بدون هيئه وجه الضفدع ,1,0,0,0,0,0,0,0,1
6765,مستخدم استحي على وجه عيب وش الي ياعمري لاهو محرم لك ولاشي الحمدله الذي عافانا وجه غير راضي  ابهام متجه لاسفل 🏻,1,0,0,0,0,0,0,0,1
6766,الي اسمها هلا تقهر وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
6767,مستخدم حبيبي لأسف اني اقضي وقت الخط بتويتر وجه منصدم ,0,0,0,0,0,0,0,0,1
6768,دايم الكويسين مايكثرون عليهم محاضرات حدهم حدهم محاضره باليوم وجه بدموع الفرح  م اقصدني طبعا  وجه قمر جديد  قلب مجروح  سكين المطبخ ,0,0,0,0,0,0,0,0,1
6769,اخ ليش ماقلتها وجه مبتسم بعيون قلب  قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻,0,0,0,0,0,0,0,0,1
6770,قسم باله متخلفات  وجه بقناع طبي ,1,0,0,0,0,0,0,1,0
6771,مستخدم هذآ إذا استضفتوا كأس العالم بيك الخبر إن شاء اله سحب تنظيم مونديال كاس العالم من جطر بسب دعم الباكستاني حمد لإرهاب  ظهر يد تشير لاسفل  يتدحرج على الارض من الضحك  حذاء رجل  قرد  موز ,1,0,0,1,0,0,0,0,0
6772,شو هالزمن الريال مستحي والحريم يتغزلن فيه لا حيه ولا مستحه ابهام متجه لاسفل 🏻,1,0,0,0,0,0,0,1,0
6773,مستخدم وش كيف صاحي انت الكلام واضح وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
6774,بايع الكليجالعنت اله عليكم يا محونات أقسم باله من ثلاث سنين حرمت نفسي الجنادريه بسب العينات الوصخه من ذكور وإناث عزتي لي رباكم  الاصبع الوسطي ,1,0,0,0,0,0,0,1,0
6775,مستخدم ونعم التربية  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
6776,مستخدم وين وصلتي له وين وانتو صفر اسيا وين  وجه الضفدع ,0,0,0,0,0,0,0,0,1
6777,مستخدم نابحوا القطرين🤮 مايصدقون عاد لازم يرزون اعمارهم وهذاك فاضي يسوي فيديو انزين وبعدين انت شكو فيهم وجه ضاحك  يالقطري 🤮,0,0,0,0,0,0,0,0,1
6778,اختبار الثقافة ورقي وبمبنى أو 🤮,0,0,0,0,0,0,0,0,1
6779,مستخدم قليلا من الحياء ياناس وجه غاضب ,1,0,0,0,0,0,0,0,1
6780,الهندي قاعد يثبت لكفيله إن الخروف  نعجه صار صديقه حتى ما يذبحه  وجه بدموع الفرح ,1,0,0,1,0,0,0,0,0
6781,مستخدم انت وانتهينا  سكين المطبخ  وجه بتشميقه  يد مرفوعه 🏻,0,0,0,0,0,0,0,0,1
6782,RT مستخدم ضع تحت قدميك كل كلام مبغضيك وستعلوا لتدوسهم ب  حذاء بكعب عال  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6783,منظرهم مقرف لابعد حد وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6784,مستخدم تهبين تضبطينه حتى لو تطلقنا عيب تحبينه من وراي وجه مكبوت ينفث البخار من انفه  قلب مجروح  وجه مستاء ️,0,0,0,0,0,0,0,0,1
6785,مستخدم امال ايه يعني  قبضه موجهه للامام  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
6786,RT مستخدم اصدقا الوناسه وينهمالأصدقاء في هذا الزمن هذا في مئة منهم فقط لمصلحة لأسف  وجه محايد  ابهام متجه لاسفل 🏻 الكوره لعيال,1,0,0,0,0,0,0,0,1
6787,مستخدم واله يبغالك كوع ع خشتك عشان تعرف تعثرب فيه  قبضه موجهه للامام 🏻,0,0,0,0,0,0,0,0,1
6788,بايع الكليجاقسم با اله عيبيب الي قاعد يصير ضحكتو علينا العالم ياشباب خاقين مع وحده يا بنات خاقات على واحد مالكم اي هدف با الحياة  ابهام متجه لاسفل 🏻,1,0,0,0,0,0,0,1,0
6789,شفيني اقوم من النوم متنرفز ومنغث ابهام متجه لاسفل 🏿,0,0,0,0,0,0,0,0,1
6790,فيه ناس عندها فوبيا إنها خايفة تكون تقيلة على ال قدامها مش تناكة واله وجه الضفدع ,0,0,0,0,0,0,0,0,1
6791,يارب زوجني  وجه منصدم  داليا مبارك,0,0,0,0,0,0,0,0,1
6792, شخص يخبط وجهه 🏽‍ رمز المؤنث ️ياعزيزتي ياصخلةواله العظيم ان العلك وطقطقته الي تسوينهاتفقدك أنوثتك واحترام الغير لكجعلك تشرقين بالعلكة ونرتاح منك  وجه يشتاط غضبا  عيب جعلكن ماتكثرن 🤨,1,0,0,0,0,0,0,1,0
6793,مستخدم قلبي يبقى لحب الاولي ي اولي وجه منصدم  قلب احمر ️,0,0,0,0,0,0,0,0,1
6794,مخرج عساه يتكسر حوض السمج مالك وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
6795, شخص يرتدي العمامه   نعجه  صداقة وعشرة نشأت بينهما حرام تذبحوه  وجه يبكي  وجه يبكي بصوت عالي ,0,0,0,0,0,0,0,0,1
6796,مستخدم انت شكل لسانك طويل وماتحترم اهلها ولا تحترمها اعوذ باله  قبضه موجهه للامام ,1,0,0,0,0,0,0,0,1
6797,مساكي سعاده قلبي شفتي الخيانه والقذاره المهم ان المثل الفاشل ده كان عامل برنامج اسمه المخبر علي قناه أون وعامل فيها مع البلد ولعلم هو ينارجي برضو بلاعه الخيانه الي طفحت بمصر وجه يشتاط غضبا ,1,0,0,0,0,1,0,0,0
6798,بايع الكليجا اوفر وضعكم وثانيا الي يسبون السعوديات ما نسينا ام غمزة فسدوا حلقكم مسوين نفسكم طالعين منها وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6799,مستخدم اسكتي لايجون القصيم ويشفوني  وجه بقناع طبي تراني متوتر,0,0,0,0,0,0,0,0,1
6800,مستخدم مافيه ذاك الجمال بس البنات يحبون يبالغون  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
6801,مستخدم انا توقعته يبيع عليهم  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
6802,RT مستخدم زين ما طاح الوزار  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
6803,RT مستخدم هاتي رقمه و انا هصالحكم علي بعض وجه مبتسم بنظارة شمسيه  قبضه موجهه للامام  قلب احمر ,0,0,0,0,0,0,0,0,1
6804,مستخدم سحب عليه الريال توه بتنزل دمعته  وجه بدموع الفرح  قلب مجروح  لماذا هاذا التصرف ياريكي  حذاء رجل  انف خنزير ,0,0,0,0,0,0,0,0,1
6805,ليش ي زفت  وجه مشمئز ,1,0,0,0,0,0,0,0,1
6806,مستخدم هيدي مش مقدمة نشرة أخبار هيدي مؤخرة نشرة أخبار قد ما فيها أكل  كومة من البراز ,1,0,0,0,0,0,0,0,1
6807,طبعا أنا ما أيد الخفه الي سوها بعض البنات والتصوير لرجال بس سبحان اله ماتعرفون الاحكام والدين يالشباب إلا إذا جاء الشي منا  وجه بتشميقه  ربي أمر بغض البصر من الجنسين لذلك لاتحل لك وتحرم على غيرك  سكين المطبخ  وصل  وجه يرسل قبله بقلب  بايع الكليجا,0,0,0,0,0,0,0,0,1
6808,يحول ذالحريم ماكنهن شايفات خير خلاص عاد ليه كذا لهدرجه يعنانون من قحط الجمال واله مصيبه ويله بكره يجينا خبر جايه مرض من عيون هالحريم الهم اني استغفرك بس وجه مكبوت ينفث البخار من انفه  بايع الكليجا,0,0,0,0,0,0,0,0,1
6809,صباح الكسل والفشل  وجه بدموع الفرح  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
6810,ايه يقلبي يمسك شفتي انك دايما ان ماي مايند وجه بدموع الفرح  وجه وحيد القرن  قلب بنفسجي ,0,0,0,0,0,0,0,0,1
6811,مستخدم لأسف أناس كثر يحافظون في بيوتهم وخارجهايفعلون الأفاعيلغيرمكترثين بالأدب النبويفأنانيةوقذارةولامبالاةكراهية لكل جميلوحقدوجهل مطبق وجه غاضب ,1,0,0,0,0,0,0,0,1
6812,اله يلعنك يا مكمان انت وأفكارك الي تقهر  ابهام متجه لاسفل 🏻,1,0,0,0,0,0,0,0,1
6813,بايع الكليجا منظر البنات وهن متجمعات حوله منظر مقز  وجه بقناع طبي  اعوذ باله ماتدري الانثى ان عزها بعفتها وكبريائها وعدم الالتفات لأي احد,1,0,0,0,0,0,0,1,0
6814,بايع الكليجا لازم يعجلون علينا ب قوانين التحرش هالنويقصات اشغلونا وين مانروح  وجه مكبوت ينفث البخار من انفه ,1,0,0,0,0,0,0,1,0
6815,ماركي صحابك الي موالف تجوز معاهم كامل المغامرات ديالك  قبضه موجهه للامام  صاروخ  وجه ضاحك ,0,0,0,0,0,0,0,0,1
6816,مستخدم سؤالهل إلي صار مع إيفانكا ولا غيرها يمثل الشباب السعودي ورب الكون صرنا مضحكه لعالمكل يومين طالع هاشتاق ضد البناتوبعدها بيومين يردون بهاشتاق ضد الشبابالمسأله صارت صوره عند الغالبيه إن شباب وبنات السعوديه أخلاقهم ابهام متجه لاسفل 🏻 وكله بسبنا,1,0,0,0,0,0,0,1,0
6817,RT مستخدم فحل يتجس ع الخادمه تنظف عاريه يغويها و يشق كسها  ظهر يد تشير لاسفل الفليم كامل هنا ظهر يد تشير لاسفل  وجه الحصان   ظهر يد تشير لاسفل الفليم كامل هنا ظهر يد تشير لاسفل  وجه الحصان ht…,1,1,0,0,0,0,0,0,1
6818,RT مستخدم رغم كرهي لفكرة السلطه على اخلاق الناس لكن الوضع عندنا فعلا فعلا يحتاج هيئة تظبط المراهقات والعجز الم  وجه يشتاط غضبا  عيب ا…,1,0,0,0,0,0,0,1,0
6819,مستخدم لا تستخدمو غوغو  وجه غاضب  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
6820,مستخدم انشهد ي البشع  وجه بدموع الفرح  قبضه موجهه للامام 🏻,0,0,0,0,0,0,0,0,1
6821,مستخدم و اله عن جد قرف  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6822,تقولي مدام زعلانه علي لحين تحبيني يعمي ابي الفكه منج وبس وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
6823,RT مستخدم صباحكم سعادة لمن استنشق رائحة  وجه متلذذ  القهوهي سيدة الأوقات  تاج تعرف كيف تعاقب عشاقها إذا نسوها  وجه مكبوت ينفث البخار من انفه  وجه مبتسم باستهزاء تعلم القهوة كيف تغير…,0,0,0,0,0,0,0,0,1
6824,يلعنم النشبة وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6825,طيب مزيون ماشاء اله بس اوفر الي تسونه  وجه بقناع طبي  بايع الكليجا,0,0,0,0,0,0,0,0,1
6826,مستخدم ادعمكم بعري وقسم باله حسافه فيكم آه آه آه ياخسارة عمري الي راح في تشجيعك وموازرتك الباطن الباطن رايح جاي نعنبوكم استحو كيف تبون الناس تدعمكم شوري عليكم امسحو التغريده المثبته  قبضه موجهه للامام  وجه يشتاط غضبا ,1,0,0,0,0,1,0,0,0
6827,مادري ليه دايم يخلون بالور يدخل بالاخير في المباريات  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
6828,مستخدم خلاص تكفون لاتنشرون صوره  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
6829,مستخدم بعد ماطلع زين ابهام متجه لاسفل 🏿 ابهام متجه لاسفل 🏿,0,0,0,0,0,0,0,0,1
6830,مستخدم انت شايف لحيتك الي خلصت الصبغه عليها كلك على بعضك تجيب الزوعه 🤮,1,0,0,0,0,0,0,0,1
6831,مستخدم و تجيك وحده مريضه مثل ذي و شبيهاتها يقولون نحن ضد القياده و القياده حرام و يحرمون على كيفهم  وجه بقناع طبي ناس متخلفه بشكل فضيع,1,0,0,0,0,0,0,1,0
6832,واله ياهو غبار  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
6833,السعودين مافي كرامه  وجه بدموع الفرح  تاق قطري عادي راز ويه ابي اصير رفيجكم  وجه يسيل لعابه  اذلف  كومة من البراز  الا النمران يالخرفان,1,0,0,1,0,0,0,0,0
6834,مستخدم إيتنح إلهم ومتنك علينا ليش يعني لأن إمه انكليزية يعتبر نفسه احسن من البقية  وجه يشتاط غضبا  ابهام متجه لاسفل ,1,0,0,1,0,0,0,0,0
6835,RT مستخدم بايع الكليجا هذولالبنات الي يصورونه مافيهم خجل طيب والي معاهم من الرجال ما ينكرو تصرفاتهم  وجه مكبوت ينفث البخار من انفه ,1,0,0,0,0,0,0,1,0
6836,مستخدم اكيد ذا انا دائما اترفه عنهلان تربيته باينه فيه ماشاء الهواخلاقه  وجه بقناع طبي  وجه مصاب بدوار واعتقد انه اجنبي وليس مجنس,0,0,0,0,0,0,0,0,1
6837,مستخدم قلبي وجه يشتاط غضبا  قلوب دواره ,0,0,0,0,0,0,0,0,1
6838,سؤال البنات الى بتحط حظات فى رجليها بحس إن هى زى الحنطور واله  قبضه موجهه للامام  وجه بدموع الفرح  وجه متلذذ ,1,0,0,0,0,0,0,1,0
6839,مستخدم يا اخي ارحمني يا اخي ارحمني  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
6840,RT مستخدم ف بنات بتعمل حركات جدعه مبتجيش من اتخن شنبات قبضه موجهه للامام  عضلات ,0,0,0,0,0,0,0,0,1
6841,عذرا سوريا جميعنا خونة كل ما بمقدورنا فعله هو الضغط على هذا الزر وجه يشتاط غضبا  تعبيرا عن الغضب يا لعار الغوطه الشرقيه,1,0,0,1,0,0,0,0,0
6842,مستخدم هين بوريك بعلم تورغي عليك  وجه يبكي  سكين المطبخ  نحله ,0,0,0,0,0,0,0,0,1
6843,بايع الكليجا أبغى افهم شي واحد يعني وش وش اخر حبة خلاص بتموتون ارفعوا علومكم اله يأخذكم تافهات عيب عيب  وجه يشتاط غضبا  قبضه موجهه للامام 🏻,1,0,0,0,0,0,0,0,1
6844,مستخدم ليش تعبين نفسك في الدراسه ريحي احسن لك  وجه قمر جديد  سكين المطبخ ,0,0,0,0,0,0,0,0,1
6845,مستخدم  وجه بلا تعبير روحي هناك هذا جزاتي  وجه بلا تعبير  سكين المطبخ ,0,0,0,0,0,0,0,0,1
6846,مستخدم كفايه متبقيش طماعه  وجه بدموع الفرح  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
6847,هوا ترم زباله انا عارف  وجه منصدم ,1,0,0,0,0,0,0,0,1
6848,اله ينصرها واله تبكي من قلب وهالرجال لاهو مخليها تطلب رزقها ولاهو صارف عليها ع كلامها عنده خير بعد  قبضه موجهه للامام 🏼 مهجوره اربع سنه اريد فك قيودي,0,0,0,0,0,0,0,0,1
6849,مستخدم خياس  وجه مشمئز ,0,0,0,0,0,0,0,0,1
6850,مستخدم متى تنقرض عيناتك  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
6851,مستخدم يمه  قبضه موجهه للامام  وجه غير راضي ,0,0,0,0,0,0,0,0,1
6852,زي الوضع الي صار مع الصخله فوز الفهد والصخله الثانيه شيلاء سبت وجه بقناع طبي شعب مشفوح من الاخر حلو ما اعترضنا بس تو متش الي يصير,1,0,0,1,0,0,0,0,0
6853,مستخدم طريقه لتشبيك بسلوب قديم احب اقولك كل زق  كومة من البراز ولا تنسى تودي اختك خليها تغزل في الرجال ليت فيه فيس يتفل  وجه نعس تفله بحجم وجهك,1,0,0,0,0,0,0,0,1
6854,هتوحشني🤮,0,0,0,0,0,0,0,0,1
6855,بايع الكليجا• ابهام متجه لاسفل 🏻يقال ان الحياء انتحر لدى بعض النساء والبعض مجرد اثبات لصحة العباره,1,0,0,0,0,0,0,1,0
6856,مستخدم الملك يملك كل المقاعد والذين يجلسون عليها هم دميه ليس إلا كفانا خداع ابهام متجه لاسفل  وجه يشتاط غضبا ,1,0,0,0,0,0,1,0,0
6857,يقولها انتي الوحيده بقلبي وهو قلبه مثل باب المول كل ماتجي بنت يفتح لحاله وجه البدر  سكين المطبخ   وجه بدموع الفرح  وجه مستاء ,0,0,0,0,0,0,0,0,1
6858,مستخدم اهى جاتلى انا ومش عارفه افتح كتاب وجه بقناع طبي  امراه ترقص  حقنه  ويالنسبة لحقيره فهى ضايعه وبتنسى كل حاجه حاليا وتلاقيها نسيتك دلوقتى وجه مرتاح  ايه ده مريم عامله ايه وحشتينى وحشتينى وحشتينى وجه يرسل قبله بقلب  وجه بدموع الفرح  قبضه موجهه للامام ,1,0,0,0,0,0,0,0,1
6859,مستخدم ليش شايفنا انت وجهك  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
6860,مستخدم شوفك ثور وجري جدامه وجرب حظك  وجه بدموع الفرح  ثور  شخص يجري 🏻‍ رمز المؤنث ️,0,0,0,0,0,0,0,0,1
6861,مستخدم بعد وجه بدموع الفرح  سكين المطبخ ,0,0,0,0,0,0,0,0,1
6862,أبغى اكتب تعليق او تعليقات على فضيلة و بناتها بس اذا كتبت ماراح أوقف  وجه بدموع الفرح  قبضه موجهه للامام 🏼 قبضه موجهه للامام 🏼 قبضه موجهه للامام 🏼 قبضه موجهه للامام 🏼 قبضه موجهه للامام 🏼,0,0,0,0,0,0,0,0,1
