tweet,offensive
بايع الكليجافرصتك يابني افتحلك حساب بالانستا وخلي الكلبات يجروا وراك ويربحوك معنو ماوجهم وجه ربح  وجه مكبوت ينفث البخار من انفه ,1
سحقا لك ولامثالك  وجه يشتاط غضبا ,1
 الاصبع الوسطي 🏻 سيم,1
اسواء شي لما تسوين شغله و تستنين ردت فعل حلوه بعدين تجيك ردت فعل ابرد من البرود  وجه بابتسامه خفيفه  وجه يشتاط غضبا  قلب مجروح ,0
واله المجانين في نعيم صباح الخير تاني وكذة  وجه الضفدع ,0
بايع الكليجاعادي يعني واحد أعجبهم ويصورونه وين المشكله لو جات بنت واعجبتكم بنشوف كيف تجمعون عليها  وجه بقناع طبي ,0
ياليت انو بعض الناس ماتحتك أكثر من كذا وجه غاضب ,0
مستخدم عفوية علموا أولادكم كيف يكونون عبيدا مثلكم 🤮,1
مستخدم هالرجال يبغيله  قبضه موجهه للامام 🏼 قبضه موجهه للامام 🏼 ورفسه سوداله وجه وجه مب وجه حب واجد عليه حب البطيخ  وجه بدموع الفرح ,1
صلاه الجنازه القادمه انت ايش التاق الغبي هذا  وجه قمر جديد  قلب مجروح  يعني اول شيء يجيب الضيق والكآبة وجه بلا تعبير  ثاني شي اروح اجهز كفني يعني  وجه غير راضي  مافيه ذرة تفاؤل وكلام يطيب الخاطر قطرات عرق  استغفراله بس فيس يجلدهم  وجه مكبوت ينفث البخار من انفه  شخص يجري ,1
مستخدم اها وجه بابتسامه خفيفه  جاموس الماء  ثور  بقره ,0
بايع الكليجاماشاء اله اله يحفظه لأهله بس مو معقول التجمهر ذا ومن بنات كمان اوك اعجبتي فيه انطمي مو لازم تقلين ادبك وتصورين بخقه ومادري ايش  وجه قمر جديد  سكين المطبخ ,1
مستخدم ليه يلفت انتباه تلقين انغث من البنات الي تجيه وتلاحقه تصوير وانا بنت واحيانا اشوف تصرفات بعض البنات اتقرف منها وجه بقناع طبي حتى لو كان بالفطره مو لازم يكون مغازلجي احيانا الاخلاق تحكم يترفع عن هالاشكال المنحطه,1
مستخدم انشهد طلعي فضايحهم فشلونا في كل مكان يخقون ع اي احد حتى ع العجايز  وجه يشتاط غضبا  قبضه موجهه للامام ,1
مستخدم أخ جاسم اولا كلمة غير كويتي كلمه مطاطية ويقصد فيها التلاعب السياسي والجميع يعلم أن الحكومة تماطل من سنة في قضية البدون ثانيا انا ما طلبت بتعليقك علي رائي علشان تطلب سكوتي انت يا تعلق مثل الناس ولا سكر بوزك  وجه يشتاط غضبا تحياتي لك  يد منفرجه الاصابع ,1
اله يفشلكم يع  وجه بقناع طبي  بايع الكليجا,1
عوزا اروح الجبل  قلب احمر عوزا اروح هناك اتخانق وازعق واتعصب وشتم عوزا اروح اعاتب ناس كتير هناك فى المكان الواسع العالى  زهره الكرز  كائن فضائي  سكين المطبخ ,0
بايع الكليجاصح ان اله جميل يحب الجمال بس موكذا يابنات اله يهديكم اثقلو فضحتونا  قبضه موجهه للامام ,1
مستخدم هاهلا بالعيد وجه يشتاط غضبا عيب عيب صحيح واوفرياختي ابا اساله شو شعورك احسه منطقر بس رزقه,0
مستخدم انشلخ لوح على راس التيس  وجه يشتاط غضبا ,1
مستخدم سمعتوا  وجه مرهق  وجه مشمئز  تحذير ️ علامه مكبر صوت بصوت عالي   جرس  مكبر الصوت  بعض الناس يعطسون بس باقي اريته تطلع من خشمه  كره تزيين الاحتفالات  متفرقعات احتفال ورقيه  صنبور استحمام  انف 🏼 حتى لو ماعندك كلينكس غط خشمك بيدك و بعدين قوم غسل يدك,1
RT مستخدم أوبا  وجه بدموع الفرح العرق يحنوإذا قلنا طحالب وجه الضفدع  زعلوا,1
مستخدم شكرا اوي لذلك أرى عدم صلاحيته لأي شيء  وجه بتشميقه  وجه منصدم  وجه حزين لكن مرتاح ديئ,1
RT مستخدم مباشر جدة كبري الميناء جنوب جدة  وجه عابس قليلا  وجه يشتاط غضبا  جده الان,0
مستخدم قوته بس على العرب الجبان ولا امريكا واسرائيل انحش  ابهام متجه لاسفل ,1
ولا كني اتكلم الحمار حمار  وجه بابتسامه خفيفه  سكين المطبخ ,1
من كلب الخنزير يبي يشم طقعتي كسمكم اختفو  حذاء بكعب عال  قطرات عرق ,1
مستخدم انا خاقه من قبل على عروق يده وكاتمه خقتي خايفه اتفشل  وجه منصدم  قلب مجروح ,0
روحىنامىيابت قبضه موجهه للامام 🏼,0
اشغلتو المسلم اله يشغل العدو ماقدر يبيع بسب البهائم الي لا كرامة والا حشمة  ابهام متجه لاسفل 🏻 بايع الكليجا,1
الإمارتية متعوده عندنا عادي هذا وضع اطفالنا كل يوم و البرازيلية انفجعت يتدحرج على الارض من الضحك  وجه بدموع الفرح  قبضه موجهه للامام 🏻,0
يالي ما تستحين طلعتي تعرفين تطبخين  وجه مرهق  قبضه موجهه للامام 🏻,1
وله شي يقهر بأي حق تشهرون فيه والبنات المريضات يعني اوكي عجبك وحلو ليه تلحقينه وتصورينه مستوعبين انكم تفشلون يعني اي واحد حلو بالشارع بركض وراه واصوره وش هالتخلف احترمو خصوصية الناس  الاصبع الوسطي 🏼 بايع الكليجا,1
مستخدم بعصب وجه يشتاط غضبا ,0
افضح معنفكأيام كنا بالابتدائي كانو يشغلون لنا فيلم اليقين يجيون كيف يكقنون الميت ويدفنونهوكانوا مع الصبح يسون محاضرات عن عذاب النساء في النار بالوصف غير الي تسوي المحاضرة تشاهق وتصيحسبي اله عليهم جايو لنا الرغب والخوف حتى نخاف نام وقتها  قلب مجروح  وجه منصدم ,1
مستخدم تطارد الكاميرات وين ماتوجهت لحقتها وسحبت على خوياتها محزم فشل وجه مكبوت ينفث البخار من انفه ,1
مستخدم وال حشه شكلها وجه بدموع الفرح  قبضه موجهه للامام 🏻,0
مستخدم لا انا اليفه  وجه يغمز مخرجا لسانه  قبضه موجهه للامام ,0
مستخدم البكاء احيانا يكون العلاج الوحيد لفضفضه  قلب مجروح  وجه منصدم ,0
مستخدم هعه وجه منصدم  وجه مذهول ,0
مستخدم الحياء بلا شكوأشد ما أكره المائلات الميلات الجريئات الوقحاتالمبديات لزينتهنالخاضعات بأقوالهنتخرج متعطرةوتمشي متكسرة  ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻 وجه يشتاط غضبا ,1
يمي مقرمش  وجه مشمئز  وجه متجهم ,0
RT مستخدم باله احد يشوف لنا طريق  وجه الضفدع  لنهائي مع العلم ان اخر مباراه فازوا فيها كانت بضربات الحظ,1
مستخدم خيهعيغينيحيجيهيغفعهختيهيهخ عيونو وساع والشفه ضياع اخ بموت يربي  وجه يبكي بصوت عالي  قلب بنفسجي  قلب مجروح  طلاء اظافر 🏻 طلاء اظافر 🏻 حمل  قلب مجروح ,0
مستخدم امس وانا اتابع بث حالي حال نفسي الا ويجيك تعليق حرق علي المسلسل حسبي اله عليه لا ويروح يكتب مره ثانيه  وجه بقناع طبي  وجه يبكي بصوت عالي ,1
مستخدم ويش حضرتك يوم تقول تراك بعر  قبضه موجهه للامام 🏻,1
مستخدم مايلبسه الا ناقص  وجه بقناع طبي ,1
فليذهب السناب إلى الجحيم إن شاء اله يا رب يقفلون شركتهم ويسرحون موظفينهم ويروحو يخلو الثور الي اقترح عليهم هالتحديث يشغلهم  وجه يشتاط غضبا ,1
هالبنات المشفح مايستحون يفشلون يفشلون عيب  وجه بقناع طبي ,1
مستخدم الاهلي  وجه غاضب ,0
مستخدم يختي مقرف بشكل كل تغريداته عن الاشياء ذي  وجه بدموع الفرح  وجه بقناع طبي  واضح عنده إضطهاد بهالموضوع ويعاني من شي ما نعرفه مكن كان يشتريها لحريم الجيران مكن زوجته تعنفه ويجي هنا يحاول يسترجل المهم انه مضطرب انتي شوفي وجه وجه الفطر مدري من بترضى فيه لا وجه ولا اخلاق  وجه مشمئز ,1
النوم  ابهام متجه لاسفل ,0
RT مستخدم اوعا يقول ليك ت ع خ وتقولي ليهو وانت من اهلو وتنومي وجه مبتسم بعيون قلب  وجه الضفدع متخلفة انتي وجه غير راضي احتمال قاصد تف علي خلقتك  وجه بدموع الفرح فكرو كويس وجه يغمز ي نحب كلنا ي نسو…,1
مستخدم لو انك طاقع اصرف لك من هالتغريدة الي مثل وجهك  كومة من البراز ,1
مستخدم عمك ياسر  قرد ,0
بايع الكليجا واله طلعوا الشباب فيهم مز هيا الحلوين المز يحطون لي سناباتهم بكحل شباب وبنات اهم شي حلوين وجه يشتاط غضبا ,1
مستخدم يمه منتس السيره الذاتيه بالكامل  وجه بدموع الفرح  سكين المطبخ ,0
مستخدم تخسي انت وياه ماطولون شيختكم وتاج راسكم ي قذر قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻,1
كمية استفزاز وقلة حيا وفضاوه بشكل كبير في الهاشتاق ايش في  قبضه موجهه للامام 🏼 بايع الكليجا,1
RT مستخدم أرتباط إيه الي ينور وشگ إنتي فاكره نفسك هترتبطي بلمبه ڤينوس  وجه بدموع الفرح  وجه الضفدع ,0
مستخدم اي حاجه ف الدنيا تعوض عادي ياعني بس الفلوس لو مشيت محدش هيعوضها  يد مرفوعه  وجه الضفدع ,0
بجد احنا حرفيا اتمسح ب كرامتنا الأرض  وجه الضفدع  يد مرفوعه  مستخدم,1
مستخدم خيال الماته ولد سلمان  وجه بقناع طبي  وجه يعطس ,1
مستخدم هو مايدري عن فلكلور عرقي وسوري يدري عن رعايه الحيوانات فقط يلا لاعاد نشوفك هون ولك  قبضه موجهه للامام  سلطان القحطاني,1
مستخدم بلاش انتي ي توتو وخلي يومك يعدي  وجه يشتاط غضبا ,1
مستخدم عقلك التالف يامتخلف واذا طلع من برشلونه اتمنى له الموت يعني في النهايه كورة قدم ومتعه ولاتنسى شنو سوا مع فريقك الفاشل  ابهام متجه لاسفل 🏻,1
بايع الكليجا اله يفشلكم من بنات شنو الشي الواو الي لفت انتبهاكم فيه شخص مهتم بمظهره وعادي بس الحياء منزوع اهو استحى وانتم عادي تصورون اشره واله ع اهلكم هالعينات المفروض يمنعونهم من هالامكان لاحترموا نفسهم ولا حترموا غيرهم قط وسمحوا لناس تقل من تربيتهم  وجه قمر جديد  قلب مجروح  سكين المطبخ ,1
المشاوير  وجه مشمئز  وجه مضمد الراس ,0
الأخوات الي كذا يجوز ذبحهم سكين المطبخ  شخص يخبط وجهه 🏻‍ رمز المؤنث ️,1
مستخدم شفاحة حريم  وجه بقناع طبي ,1
لو سمحت رجع صلعتك قبضه موجهه للامام 🏼 مستخدم,1
بايع الكليجاله يقطع بليس البنات أحرموني من الروحة لجنادرية گنت باروح لأني أحلى منه بتگة أو تگتين ولا أتوگل ع اله وادق الطمة بس  قبضه موجهه للامام 🏽 شخص يجري 🏻 شخص يجري 🏻,1
متجمعين على رجال  وجه بقناع طبي  اذا انسلخ الاستحياء عن المسلمة العفيفة فلمن يبقى الحياء,1
مستخدم  الاصبع الوسطي 🏿 الاصبع الوسطي 🏿 الاصبع الوسطي 🏿ياشيخ قال شعيب هو وشعراته صابغهم يركب عليه بس,1
مستخدم عندنا وعندج خير 🤮,0
مستخدم ياخي متحسف راح مع إليسا  وجه بدموع الفرح  قبضه موجهه للامام 🏼,1
اعاني جدا مع الشخص البارد صعب جدا النقاش معه لان اعصابي بتقوم تهبده لا شعوريا سكين المطبخ ,0
RT مستخدم  وجه مبتسم بعيون قلب  وجه مخرج لسانه احا علي الرجاله طيب ولما هي تريح نفسها بايدها انت فوقيها بتعمل ايه بتفرج وتهيج عليها كسم كده  وجه مذهول  قبضه موجهه للامام  اصطدام ,1
مستخدم اترفع عنك وعن الشارع الي تربيت فيه بيئتك وانت ابخص بها  ابهام متجه لاسفل ,1
الي مو عاجبه لا يناظر وجه مكبوت ينفث البخار من انفه ,0
RT مستخدم من كثر مايضربون الامثال فيني تكسرت عظامي  سكين المطبخ  وجه البدر ,0
RT مستخدم قرد ماغوت  قرد  وهو نوع محمي يعرف باسم ماكاك البربر يعيث فسادا في بساتين بجاية يما ڨورايا يختل ويدمر المحاصيل إلى فزع…,0
مستخدم صراحة المسلسل راح تنقص نسبة نجاحو بسب مشاركة كنزة المتكبرة سارة العلامة رائعة جدا و متواضعة كنزة أول تجربة في التمثيل و تشرط في البسة يا لطيف  وجه غاضب  ماراحش نشوفو بسبها مانحملش تصرفتها,1
بايع الكليجا ياخي جدا عادي وقد مر علي احلى منه بكثير بس البنات من تالي ماعاد فيهن حيا  ابهام متجه لاسفل 🏻,1
مستخدم فضحتينا قبضه موجهه للامام 🏼,1
هذا كان سوال يارب يجاوب شي حدا انتم الواحد يكون يموت ما تسعفوه  قرد بحركه اليد لقول لا اسمع  بس احكوا قولوا حتى ما تعرفون  وجه يشتاط غضبا ,1
RT مستخدم العيد الوطني مزعج بوجود الشيلات  ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻 صداع ماله حدود ياحلو الاغاني الوطنية القديمة تريح الاعصاب,0
مستخدم تبعت القطيع ولاسف  وجه بقناع طبي ,0
RT مستخدم وع دايم الجنوبيات ماخذين مقلب لاشكل ولاصوت ولا لهجه  وجه بقناع طبي  الجنوبيات بنت ترامب,1
RT مستخدم جمال عارف قبل دعس الاهلي لاتحاد برباعية وبعدها  وجه بدموع الفرح تذكرت البلوي يوم قال عليه حمار وجه الحصان  عوده منصور البلوي زواج الامير…,1
RT مستخدم في آلمستشفيآت لآ يغرگم هدوءآلمرآت ورآئحة المعقمآت  وجه بقناع طبي  فخلفتلگ الأبوآب آروآح تضج بآلاوجآع  حقنه الہم آم‘ين إشفي كل مر…,0
بس بحثت الاسم باشوف من ذا الي امه ما تحل تنتشر صوره طلع لي حومة كبد وقلة ادب وثقالة طينه 🤮 شلون تعيشون انتم ما تستحون,1
مستخدم وجع وجع وجع لعدوك شقصدك اميروه  قبضه موجهه للامام 🏻 وجه بدموع الفرح ,0
مستخدم يع عاد حريم المغرب ينادن الرجال يقشن الصاحي والمجنون اهم شي يدفع فلوس يع يع انواع القرف والوصاخه  وجه بقناع طبي ,1
مستخدم سنوات عشان اعتذر لضحيته قبل لا يموت ه زين عيل بسم اله  سكين المطبخ  نبدا بمنوه  وجه مفكر  وجه مبتسم متعرق ,0
مستخدم حتى لو ماهبل فيني اله يلعنه هذا شيطان  قبضه موجهه للامام 🏼 وجه بدموع الفرح ,1
مستخدم شكو🤭 رقي يعني بذرابه قبضه موجهه للامام 🏻,0
مستخدم لا حول ولا قوة الا باله طيب خلاص سكر على الموضوع  وجه يشتاط غضبا ,0
تبا لهذا القدر من السخريه  قبضه موجهه للامام 🏻و الاستهزاء  وجه غير راضي ,0
مستخدم انت شكل لسانك طويل وماتحترم اهلها ولا تحترمها اعوذ باله  قبضه موجهه للامام ,1
اليوم الاثنين تصفيق  يقولك من المسلمين عندهم خاله اسمها امل تصفيق أو عمه امل  تصفيق او اخت امل تصفيق او زوجه امل تصفيق او بنت امل قبضه موجهه للاعلي او حماة امل قبضه موجهه للامام والي ماعنده ولا املبالعائلة يراجع نفسه لانه وضعه مو طبيعي  وجه مندهش وأي قروب فيه امل هو من أسعد القروباتاذا عندكم وحده اسمها امل ارسلوها لها وجه قط يرسل قبله  وجه قط مبتسم بعيون قلب ,0
هو حلو ما نختلف بس بعض البزارين الي تصوره مصيبه خلاص عيب تحلقينه و تصورين قطعتو رزقه و شهرتو فيه حرام عليكم شوية حياء بس  وجه بلا تعبير  وجه مرتبك  قبضه موجهه للامام 🏻 بايع الكليجا,1
مستخدم مره وجه بقناع طبي ,0
مستخدم حرام تقطع وصالي وجه يشتاط غضبا ,0
الناس الأقوياء لا يوجهون حلولا  وجه يرسل قبله بقلب إنما يوجهون مشاكل  وجه غاضب اله يبعد عنا المشاكل  يدان مفتوحتان ,0
مستخدم اله يلعنها ويلعن نوعيتها شوي وتبكي وتحضنه لابوك ولابو نوعيتك يالساقطه تبارك الرحمن تفو ع هالصوت المخيس والاسلوب الزق لعنه  وجه مكبوت ينفث البخار من انفه ,1
مستخدم احنا من ثالث ابتدائي مقاطع فيضانات ومحاضرة ياخي ترويع بشكل وجه يبكي بصوت عالي صادقة حتى عند العيال ياهم يقهر بشكل☻ قلب مجروح  وجه يشتاط غضبا ,0
واله قل الدين في المجتمع مافيه رجال يردعون بناتهم سفيهات الي الوحده ماتستحي والا مافيه امهات تربي بنتها علي الحيا دين حيا  وجه يشتاط غضبا  يد مرفوعه 🏻 بايع الكليجا,1
مستخدم وحماري انا مخلص لي يعني بيركبك انت ويلعن جدفك وتفل العافيه بعد موب انا  قرد بحركه اليد لقول لا اسمع  ,1
بتعملوا ف ديك أبونا كده ليه هو إحنا كفرة ولايهود وربنا إحنا ماشين بالعلاج  وجه يشتاط غضبا ,1
مستخدم افا ما اخسى وانا بنت البابا تعقب انت  وجه قمر جديد  قبضه موجهه للامام 🏻,1
يع شفيكم بنات طحتوا من عيني فشلتونا اثقلوا  وجه بقناع طبي ,1
مستخدم صيغة الخبر تحريضية وضيعة 🤮لأسف هذه العقليات التي تدير بعض حسابات التوتير نسو ان بعض الاعبين اصيبو بالرباط دون ان يحتك بهم احد أو التواء في المفصل أو تمزق عضلات يدخلون في النوايا التي لايعلمها الا اله ويتبجحون بالزور لا لشئ سوى نشر الفتنة والتعصب في الشارع الرياضي علامه تعجب مزدوجه ️,1
افضح معنفكاتبة بريطانية تقول الذي يأكل أكثر من وجبات في اليوم لآ يعتبر إنسان محد حيوان غيرتس  قرد بحركه اليد لقول لا اتكلم  قرد بحركه اليد لقول لا اري يا عدوة الإنسانية والجائعين  وجه منصدم معليكم منها كلو حبايبي قطعه جبن  لحم على عظم  فخذ دجاج  شطيره البرجر   وجه العناق  وجه مبتسم بعيون واسعه  وجه ضاحك بعيون مبتسمه ,1
م فيه أسوأ من أنك تضطر تيلس ويا شخص يغني وتحمل صوته السيء جدا جدا مستخدم  وجه مشمئز 🤮,1
ولذالك قال النبي صلى اله عليه وسلم فاضفر بذات الدين  يد منفرجه الاصابع  لانها ستحفظ بيتك ولن تكون كهذه الساقطات الاتي لن يامن الرجل على بيته منهن وسيجلبن لهو الكوارث  جمجمه وعظمتين متقاطعتين ️ جمجمه وعظمتين متقاطعتين ️ جمجمه وعظمتين متقاطعتين ️ جمجمه وعظمتين متقاطعتين ️ جمجمه وعظمتين متقاطعتين ️ جمجمه وعظمتين متقاطعتين ️ وجه يشتاط غضبا  بايع الكليجا,1
بايع الكليجا قسم باله شي يفشل ناس تافه اوكي البنات قليلات أدب بس ماله داعي نشر مقاطعهم ونقعد نتكلم عنهم وعن قلة أدبهم  وجه مكبوت ينفث البخار من انفه ,1
واله قله ادب وش هاذا وش صار بالدنيا لاحيا ولاخلاق  وجه مشمئز  بايع الكليجا,1
RT مستخدم كلمات مترجمة ريش  حمامه  Feather فيذر فرو  وجه دب  Fur فر جلد  ثعبان  Leather ليذر بشرة  شخص يحصل على تدليك  Skin سكن صوف  نعجه  …,0
مستخدم لاتنمك ياطحلب في تاريخك كله بطولات علي وانا لاتنمك نواف التمياط حسم عليكم بطولات على عد بطولاتكم علينا  وجه بدموع الفرح  وجه الضفدع ,1
مستخدم ياله شخباري فيه ناس لحين تاخذ قذارة الناس وغسال شكلها عندكم لحين بعايلتكم  وجه بقناع طبي ,1
مستخدم احسك غريبه بالاسم  وجه مكبوت ينفث البخار من انفه ,0
مستخدم ه واله نسيت اني سألتها اصلا بعد سؤالي مباشره ه الحمدله على نعمة النسيان  وجه الضفدع ,0
مستخدم  وجه بقناع طبي  كريه,1
مستخدم تلوع بالجبد ما ترمس عدل اونها تدلع🤮,0
مستخدم  وجه بقناع طبي اوڤر,0
بايع الكليجاخلاعص غثيتونا وين مدخل بياع الكليجا بياع الكليجا  وجه مشمئز ,0
مستخدم اي واله اهدا من كذا  وجه بدموع الفرح  سكين المطبخ ,0
مستخدم النساء قطعوا ايديهم عشان سيدنا يوسف فمين نحنا عشان م نخق ع رجل وسيم وليس ذكر خنزير مثلك وجه بقناع طبي ,1
مستخدم ماتجي ي باع  نعجه ,1
مستخدم يرحم أمك اكثر شي أتغذى عليه هو التونه لا تخليني اكرها  وجه يبكي بصوت عالي  وجه بقناع طبي  أصلا يوم شفت صورها استغفر اله حامت كبدي قرف,1
RT مستخدم كل واحد بيحاول يفرض سيطرتة ع التانى  وجه مبتسم بعيون مبتسمه  قلب مجروح وبيدءو يزهقوا من بعض وبعد كدا تحصل عداوه ثم كره ثم يجيبوا ف سيرة بعض بالشر  وجه يشتاط غضبا ثم…,0
ماهو المثل  تصفيق   علامه تقاطع   اصبع السبابه مشيرا لاعلي   يد تلوح   وجه مرتاح   وجه بفم مغلق بسحاب   وجه الحصان   لسان   وجه مبتسم بهاله علي الراس   وجه الريح  اندفاع لبعيد   باب   نار   يد مرفوعه   قطرات عرق   ظهر يد مرفوعه   راس شخص يتحدث   شخص يجري ‍♂  وجه يبكي بصوت عالي   قبضه يمين  🦌 🧕  عين   قرد   لوح تصوير الافلام  مقص   خنجر   الساعه العاشره والنصف   وجه متأمل   ساعه رمليه غير منتهيه   رجلان يمسكان بايديهما   تمثال مواي   معول   طفل   مذكره   ظهر يد تشير لاسفل   نسر   ظهر يد تشير الى الاعلي   نسر   وجه الفار   امراه ترقص   وجه القطه   علامه تقاطع   حزمه ارز   ظهر يد تشير لاسفل   ثعبان  يلا ورونا,0
RT مستخدم هل أكلوا ام الصاروخ كان اسرع من ايديهم حسبي اله  الاصبع الوسطي 🏻,0
RT مستخدم الحبشي الخسيس حفيد ابره الحذر منه حاول يهكر حسابي  قبضه موجهه للامام ,1
اله يلعنه من يوم  وجه بقناع طبي ,1
مستخدم اقول انقلع ولاتفكر فيه وجع  وجه يشتاط غضبا ,1
مستخدم بوم وجه بدموع الفرح بالتسعين ابهام متجه لاسفل  وجه بدموع الفرح ,0
بموت  قبضه موجهه للامام 🏼 قبضه موجهه للامام 🏼 وجه مرهق  ابهام متجه لاعلي 🏻نايمه مبكره وفاتن المطبخ  وجه قمر جديد  عيون خير الساع اقوم,0
القبض على الارهابي من قرية كرزكان محمد صباح خلوه يخيس في السجن وجه بقناع طبي شكرا رجال امنا حركه اليد لعلامه النصر  ابهام متجه لاعلي  حركه اليد لقول حسنا  عضلات امن ملكتنا خط احمر يا مرتزق ايران شحوال بعد حركه اليد لعلامه النصر  البحرين,1
خايفه يشتهر و يسون معه مقابلة  وجه مستاء تعرفين ذوق هالشعب مخيس وجه بقناع طبي ,1
مستخدم عاليهود  قبضه موجهه للامام 🔋,0
مستخدم المراه السعوديه ستبقى محتشمه وصاحبة حياء ورافعه ظغط اليبراليه وجه بقناع طبي ,1
مستخدم ه  يد تلوح 🏻 قبضه موجهه لليسار 🏻 قبضه موجهه للامام 🏻,0
مستخدم انتهى وفشل خلاف الخليج الخائن وأرجعت الخنزيرة البعض من مشاهديها الذين خذلتهم كذب هذه القناة والآن تدخل هؤلاء الصهاينة في بيوتنا من جديد…قاطعوا الخنزيرة قناة الصهاينة في المنطقة العربية ابهام متجه لاسفل  وجه بدموع الفرح  يتدحرج على الارض من الضحك  وجه بدموع الفرح ,1
RT مستخدم الولد الكبير دلوع الأمالبنت الصغيرة دلوعة الأبالوسط يهودي من بني قريضه وجه الضفدع  قلب مجروح   وجه بدموع الفرح ه كل واحد يكتب ايش ترتيب…,1
مستخدم جسر البطحاء  وجه مكبوت ينفث البخار من انفه ,0
RT مستخدم لما اكتب تويتايه او اعمل كوميك ويضحكني  وجه الضفدع  وجه بدموع الفرح ,0
ه اول تعليق على تغريدتي اختي وثاني تعليق اكل زق شفتو قلت الرجال ماينوثق فيهم شكلك مشتهيه تفضل كومة من البراز   كومة من البراز واذا تبغى زياده لاتستحي احنا بالخدمة,1
مستخدم كلزق وداوم  وجه بدموع الفرح  الاصبع الوسطي 🏿,1
مستخدم ايفانكا كلنا ندري طقطقه ولاهي داريه عن هوى دارهم بس الي م يستحون هذا سعودي احرجوه واحرجوا اهله منجد ان لم تستح فأفعل ماتشاء تربيه ابهام متجه لاسفل 🏽,1
مستخدم فيني كلام في قلبي بس مايصلح اقوله هنا وجه مكبوت ينفث البخار من انفه ,0
لا لا لا واله ان القلب ليحزن وصلنا لمرحلة مضحكه محزنه  قبضه موجهه للامام ,0
جدا واله  وجه متأمل  وجه منصدم ,0
مستخدم اضربه ع راسه يموت بدقيقه  وجه بقناع طبي ,0
مستخدم ذا السامج في كل سالفة ألقاه وجه بقناع طبي ,1
RT مستخدم الي يبي يفضفض يسولف يتهاوش ينكت يتفضل معي قرد بحركه اليد لقول لا اسمع   sĸя,0
مستخدم المنشن يفوز باكثر منشن مستفز تلوث بصري وسمعي بروح اشوف لي شي حلو بعد الي شفت وجه بقناع طبي ,1
مستخدم قلت لك انت طيب خساره تشجع  وجه الضفدع ,1
مستخدم  وجه يشتاط غضبا اجل ليش زعلان,0
مستخدم ومن درامات البنات ام جلحات الوراء  وجه مبتسم متعرق  فتاه  نعم ي استاذ وجه الضفدع  يد تلوح  رجل  معانا ولا نايمة  وجه غير راضي  علامه تقاطع  فتاه  لا معاكم  وجه مبتسم باستهزاء  يد مرفوعه  رجل  طيب اذكري لي واحدة من ادوات التعجب  فتاه  اشي وجه الضفدع  قلب مجروح  رجل  اشي عليكي انتي اطلعي بره ي حيوانة وجه قمر جديد  ظهر يد تشير الى اليسار  وجه بدموع الفرح  يد تلوح ,1
مستخدم اله يهديكم استعجلتوا فالرد  وجه مكبوت ينفث البخار من انفه ,0
مستخدم واله مافيه مسعورين زي العيال 🤮,1
RT مستخدم سب خسارة تشلسي  ظهر يد تشير لاسفل كارثة رياضية تمشي على الاقدام  ابهام متجه لاسفل  مانشستر يونايتد تشيلسي,1
مستخدم ما بعرف ليه السياسين بعدهم مفكرين انو الشعب حمار  وجه يشتاط غضبا ,1
مستخدم شاهر إتخارج من هنا وجه بدموع الفرح  قبضه موجهه للامام ,0
مستخدم طقطقه بس  وجه بدموع الفرح  قبضه موجهه للامام 🏻,0
RT مستخدم بوعلي لأسفالعدل يمين وهو يسارمجموعتي الاولى طبقين رئيسين وسلطه والمجموعه الثانيه يخف عليهم ربي لايجعل له سلطه علي وجه بقناع طبي …,1
مستخدم وع من هالقرف كرهته  وجه مشمئز ,1
RT مستخدم اذا الوضع راح يستمر على هذا المنوال الشعب بيصبح فقيرويمكن يرد على زمن السبعيناتدايما نرد نكس ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻 وبتصير دولة ال…,0
اف استغفر اله  وجه منصدم ,0
هو ميسي حق مجد لبلده وانا مكنتش اتفرجت ولا حاجه  وجه بدموع الفرح  دا اولا ثانيا هو علشان راي ضدك يبقا بتفرج ع كوره شراب معلش ابقي غطيها المره الجايه وانت نايم كويس علشان متبردش  وجه الضفدع  وكسم ميسي لكسمك  وجه بدموع الفرح  وجه يغمز ,1
مستخدم اش تبينا نسوي يعني مثلا وصلت لين بعنا كليجه ومانتم مقتنعين اش نسويلكم وجه منصدم ,0
راعي الكليجا طالب الستر والرزق واله يعينه على هالنوعيات الي فالثانويه مراهقات لو شافوا قطاوه تبيع يصوروها لاحياء ولاشيمه ابهام متجه لاسفل 🏻 بايع الكليجا,1
من بعد المطر جاني برد  وجه بقناع طبي بس ذا مو مهم الاحساس بالغبنة و الكآبة يوم ثاني لما شفت الشمس ذا الى لازمني  قلب مجروح ,0
مستخدم هاشم يبيك روحي معه دفعه مرجي والهواء شرجي قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻,1
مستخدم تفله بحجم السماء علي طعوس الرياض لحجيات لانظافه ولاشكل ولا اسلوب همج قطرات عرق  حذاء رجل  ليه مايجي يبيع كليجا عندنا بطائف,1
